timestamp,event_type,package
2026-03-02 17:42:25,NOTIFICATION_INTERRUPTION,com.google.android.googlequicksearchbox
2026-03-02 17:43:12,STANDBY_BUCKET_CHANGED,com.google.android.apps.wellbeing
2026-03-02 17:43:12,STANDBY_BUCKET_CHANGED,com.android.chrome
2026-03-02 17:44:12,STANDBY_BUCKET_CHANGED,in.startv.hotstar
2026-03-02 17:47:40,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:47:40,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:47:40,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:47:40,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:47:40,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:47:41,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:47:42,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:47:42,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 17:47:43,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:47:45,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 17:47:45,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 17:47:45,STANDBY_BUCKET_CHANGED,in.startv.hotstar
2026-03-02 17:47:46,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 17:47:46,CONFIGURATION_CHANGE,android
2026-03-02 17:48:01,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 17:48:01,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 17:48:01,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 17:48:03,USER_INTERACTION,com.whatsapp
2026-03-02 17:48:03,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 17:48:03,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:48:03,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:48:03,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:48:04,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:48:04,CONFIGURATION_CHANGE,android
2026-03-02 17:48:05,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:48:05,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:48:06,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:48:06,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:48:07,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:48:07,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:48:16,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 17:48:57,CONFIGURATION_CHANGE,android
2026-03-02 17:48:57,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:48:57,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 17:48:58,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:49:14,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 17:49:14,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 17:49:15,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 17:49:16,USER_INTERACTION,com.whatsapp
2026-03-02 17:49:16,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 17:49:16,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:49:16,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:49:16,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:49:17,CONFIGURATION_CHANGE,android
2026-03-02 17:49:18,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:49:18,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 17:49:19,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:49:19,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:49:19,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:49:19,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:49:19,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 17:49:20,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:49:20,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:49:21,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:49:21,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:49:22,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:49:48,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 17:49:48,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:49:48,CONFIGURATION_CHANGE,android
2026-03-02 17:49:49,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:49:49,CONFIGURATION_CHANGE,android
2026-03-02 17:50:50,STANDBY_BUCKET_CHANGED,com.google.android.gm
2026-03-02 17:52:30,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 17:52:31,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 17:52:31,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 17:52:34,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:52:34,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:52:34,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:52:34,USER_INTERACTION,com.whatsapp
2026-03-02 17:52:34,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 17:52:35,CONFIGURATION_CHANGE,android
2026-03-02 17:52:36,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:52:38,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:52:38,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:52:39,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:53:33,CONFIGURATION_CHANGE,android
2026-03-02 17:53:34,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 17:53:34,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:53:34,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:56:59,CONFIGURATION_CHANGE,android
2026-03-02 17:57:00,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 17:57:01,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 17:57:02,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 17:57:02,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:57:03,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:57:03,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:57:03,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:57:03,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 17:57:05,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:57:05,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:57:05,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:57:25,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:57:25,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:57:25,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:57:25,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:57:26,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:57:26,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:57:27,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:57:27,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:57:27,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:57:29,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:57:29,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 17:57:29,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:57:31,CONFIGURATION_CHANGE,android
2026-03-02 17:59:35,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 17:59:35,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 17:59:36,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 17:59:43,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:59:43,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:59:43,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:59:43,USER_INTERACTION,com.whatsapp
2026-03-02 17:59:43,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 17:59:44,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:59:44,ACTIVITY_STOPPED,in.startv.hotstar
2026-03-02 17:59:44,CONFIGURATION_CHANGE,android
2026-03-02 17:59:44,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 17:59:45,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 17:59:47,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:59:47,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:59:47,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:59:47,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:59:48,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:59:48,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 17:59:48,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 17:59:49,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 17:59:49,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:00:33,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 18:00:34,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:00:34,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 18:00:34,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 18:00:34,CONFIGURATION_CHANGE,android
2026-03-02 18:00:34,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 18:01:15,NOTIFICATION_INTERRUPTION,com.google.android.youtube
2026-03-02 18:01:16,NOTIFICATION_SEEN,com.google.android.youtube
2026-03-02 18:01:27,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:01:27,STANDBY_BUCKET_CHANGED,com.google.android.gm
2026-03-02 18:01:27,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:01:28,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:04:06,NOTIFICATION_INTERRUPTION,com.meesho.supply
2026-03-02 18:05:09,STANDBY_BUCKET_CHANGED,com.meesho.supply
2026-03-02 18:06:43,CONFIGURATION_CHANGE,android
2026-03-02 18:06:45,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 18:06:46,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 18:06:48,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 18:06:48,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:06:49,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 18:06:49,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:06:49,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:06:49,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:06:50,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:06:50,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:06:51,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:06:56,NOTIFICATION_SEEN,com.google.android.youtube
2026-03-02 18:06:56,NOTIFICATION_INTERRUPTION,com.google.android.youtube
2026-03-02 18:07:07,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:07:07,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:07:07,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:07:07,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:07:08,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:07:08,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:07:08,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:07:08,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:07:09,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:07:09,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:07:09,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:07:10,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:08:43,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:08:43,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:08:46,STANDBY_BUCKET_CHANGED,com.linkedin.android
2026-03-02 18:08:46,NOTIFICATION_SEEN,com.meesho.supply
2026-03-02 18:08:46,NOTIFICATION_SEEN,com.linkedin.android
2026-03-02 18:08:46,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:08:46,NOTIFICATION_SEEN,com.google.android.googlequicksearchbox
2026-03-02 18:08:46,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:08:56,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:08:56,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 18:08:56,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:08:57,CONFIGURATION_CHANGE,android
2026-03-02 18:09:49,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:09:49,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:09:50,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:09:52,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:09:52,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:09:52,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 18:09:52,USER_INTERACTION,com.whatsapp
2026-03-02 18:09:52,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:09:53,CONFIGURATION_CHANGE,android
2026-03-02 18:09:53,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:09:53,ACTIVITY_STOPPED,in.startv.hotstar
2026-03-02 18:09:54,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:09:54,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:09:54,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:09:54,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:09:55,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:09:55,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:09:56,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:09:56,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:09:57,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:10:15,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 18:10:16,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:10:17,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 18:10:17,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 18:10:17,CONFIGURATION_CHANGE,android
2026-03-02 18:10:18,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 18:11:52,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:11:52,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:11:53,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:11:54,USER_INTERACTION,com.whatsapp
2026-03-02 18:11:54,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 18:11:54,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:11:54,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:11:54,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:11:55,CONFIGURATION_CHANGE,android
2026-03-02 18:11:56,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:11:56,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:11:56,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:11:57,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:11:57,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:11:58,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:11:58,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:12:01,CONFIGURATION_CHANGE,android
2026-03-02 18:12:01,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:12:01,ACTIVITY_RESUMED,in.startv.hotstar
2026-03-02 18:12:02,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:14:39,NOTIFICATION_INTERRUPTION,com.meesho.supply
2026-03-02 18:14:59,FOREGROUND_SERVICE_START,com.whatsapp
2026-03-02 18:15:00,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:15:00,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:15:01,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:15:02,FOREGROUND_SERVICE_STOP,com.whatsapp
2026-03-02 18:15:03,USER_INTERACTION,com.whatsapp
2026-03-02 18:15:03,ACTIVITY_PAUSED,in.startv.hotstar
2026-03-02 18:15:03,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:15:04,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:15:04,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:15:04,CONFIGURATION_CHANGE,android
2026-03-02 18:15:05,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:15:09,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:15:09,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:15:09,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:15:09,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:15:09,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:15:09,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:15:09,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:15:09,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:15:10,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:15:11,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:15:11,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:15:12,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:15:51,ACTIVITY_STOPPED,in.startv.hotstar
2026-03-02 18:16:28,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:28,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:28,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:28,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:29,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:29,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:29,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:29,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:30,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:30,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:30,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:31,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:31,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:31,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:32,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:33,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:33,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:33,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:34,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:34,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:34,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:35,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:35,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:40,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:40,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:40,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:42,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:42,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:42,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:45,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:45,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:45,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:50,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:50,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:50,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:16:51,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:16:51,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:16:52,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:17:01,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:17:01,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:17:02,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:17:04,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 18:17:04,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:17:04,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:17:07,ACTIVITY_RESUMED,com.google.android.youtube
2026-03-02 18:17:07,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 18:17:08,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 18:17:08,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:17:08,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:17:09,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:17:10,USER_INTERACTION,com.whatsapp
2026-03-02 18:17:10,ACTIVITY_PAUSED,com.google.android.youtube
2026-03-02 18:17:10,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:17:10,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:17:10,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:17:11,ACTIVITY_STOPPED,com.google.android.youtube
2026-03-02 18:17:11,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:17:12,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:17:12,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:17:12,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:17:12,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:17:13,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:17:13,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:18:03,STANDBY_BUCKET_CHANGED,in.startv.hotstar
2026-03-02 18:18:14,ACTIVITY_RESUMED,com.mi.android.globallauncher
2026-03-02 18:18:15,ACTIVITY_PAUSED,com.mi.android.globallauncher
2026-03-02 18:18:15,ACTIVITY_STOPPED,com.whatsapp
2026-03-02 18:18:15,ACTIVITY_RESUMED,com.google.android.youtube
2026-03-02 18:18:16,ACTIVITY_STOPPED,com.mi.android.globallauncher
2026-03-02 18:18:43,STANDBY_BUCKET_CHANGED,com.google.android.gm
2026-03-02 18:19:17,SHORTCUT_INVOCATION,com.whatsapp
2026-03-02 18:19:17,NOTIFICATION_INTERRUPTION,com.whatsapp
2026-03-02 18:19:18,NOTIFICATION_SEEN,com.whatsapp
2026-03-02 18:19:21,USER_INTERACTION,com.whatsapp
2026-03-02 18:19:21,ACTIVITY_PAUSED,com.google.android.youtube
2026-03-02 18:19:21,ACTIVITY_RESUMED,com.whatsapp
2026-03-02 18:19:21,ACTIVITY_PAUSED,com.whatsapp
2026-03-02 18:19:21,ACTIVITY_RESUMED,com.whatsapp
